name,chromosome,start_loc,end_loc
2883-893,11,40419656,40419975
2884-895,11,40692329,40692747
2885-895,11,40694730,40694957
2886-895,11,40733648,40734143
2887-895,11,40754907,40755393
2888-896,11,40844896,40845409
2889-897,11,41016353,41016853
2890-898,11,41111261,41111783
2891-898,11,41133379,41133820
2892-900,11,41380897,41381240
2893-903,11,41710050,41710499
2894-903,11,41762237,41762618
2895-904,11,41884248,41885125
2896-904,11,41889566,41889893
2897-910,11,42684061,42684380
2898-916,11,43433682,43433979
2899-916,11,43463300,43463559
2900-916,11,43490907,43491181
2901-917,11,43528462,43529487
2902-918,11,43659733,43660158
2903-918,11,43663493,43663708
2904-918,11,43681870,43682858
2905-918,11,43705280,43705531
2906-918,11,43747719,43748045
2907-918,11,43766965,43767263
2908-918,11,43775819,43776340
2909-919,11,43836199,43836673
2910-923,11,44306091,44306475
2911-924,11,44469902,44470811
2912-924,11,44518688,44519491
2913-925,11,44618233,44618626
2914-925,11,44620335,44620646
2915-931,11,45367911,45368645
2916-932,11,45582927,45583193
2917-933,11,45724546,45726088
2918-934,11,45769694,45770840
2919-934,11,45851701,45852544
2920-935,11,45944310,45945125
2921-935,11,45955163,45955536
2922-935,11,45980057,45980944
2923-936,11,46014108,46014573
2924-936,11,46056019,46056350
2925-937,11,46166194,46166601
2926-938,11,46311664,46312458
2927-939,11,46436915,46437654
2928-939,11,46503879,46504944
2929-940,11,46604725,46605030
2930-941,11,46727401,46727691
2931-943,11,47016851,47017078
2932-946,11,47419916,47420399
2933-946,11,47427873,47428106
2934-946,11,47428217,47428730
2935-950,11,47850428,47850881
2936-951,11,47988408,47989172
2937-953,11,48324273,48324492
2938-955,11,48535694,48536158
2939-956,11,48667991,48668192
2940-956,11,48722290,48722568
2941-956,11,48753673,48753878
2942-957,11,48800313,48800763
2943-957,11,48816685,48817551
2944-957,11,48826294,48826724
2945-957,11,48837390,48838030
2946-957,11,48849541,48849747
2947-957,11,48855410,48855755
2948-960,11,49169118,49169636
2949-960,11,49203383,49203838
2950-960,11,49243871,49244453
2951-960,11,49250478,49250859
2952-963,11,49589992,49590228
2953-963,11,49609324,49610329
2954-963,11,49633991,49634401
2955-964,11,49712022,49712957
2956-964,11,49794161,49794992
2957-965,11,49846399,49847272
2958-965,11,49901582,49902260
2959-966,11,50024908,50025754
2960-967,11,50131269,50131721
2961-967,11,50174662,50175016
2962-968,11,50210277,50210941
2963-968,11,50224652,50224902
2964-968,11,50225175,50225946
2965-968,11,50230966,50231322
2966-968,11,50234755,50234978
2967-968,11,50236431,50237500
2968-968,11,50291634,50292618
2969-968,11,50325269,50325990
2970-969,11,50359091,50359865
2971-969,11,50376899,50378597
2972-969,11,50430636,50431171
2973-971,11,50601699,50603537
2974-972,11,50827446,50827820
2975-972,11,50851006,50851671
2976-973,11,50859621,50860057
2977-973,11,50915715,50916245
2978-974,11,51024161,51024394
2979-974,11,51059272,51059496
2980-976,11,51262870,51263730
2981-976,11,51289767,51290464
2982-977,11,51437599,51437857
2983-977,11,51438832,51439046
2984-978,11,51584496,51585010
2985-978,11,51605992,51607098
2986-978,11,51619750,51620108
2987-978,11,51635615,51636047
2988-979,11,51650412,51651139
2989-979,11,51668893,51669109
2990-979,11,51688626,51689166
2991-979,11,51755967,51756822
2992-979,11,51763603,51763846
2993-980,11,51855518,51858489
2994-981,11,51967566,51967897
2995-981,11,52000148,52000809
2996-981,11,52004136,52004446
2997-982,11,52098536,52099647
2998-983,11,52167328,52167646
2999-983,11,52167784,52168245
3000-983,11,52231742,52232473
3001-983,11,52282634,52283453
3002-984,11,52314224,52314447
3003-984,11,52360504,52361866
3004-984,11,52396333,52396823
3005-987,11,52764518,52765273
3006-991,11,53237238,53237701
3007-991,11,53299618,53300762
3008-991,11,53324604,53324817
3009-992,11,53350332,53351295
3010-992,11,53430470,53431262
3011-992,11,53457053,53457547
3012-992,11,53463320,53463960
3013-992,11,53466421,53466896
3014-993,11,53478603,53480059
3015-993,11,53519746,53520270
3016-993,11,53556616,53556845
3017-993,11,53567249,53567852
3018-994,11,53636240,53636498
3019-994,11,53706712,53707411
3020-995,11,53769821,53770657
3021-995,11,53859024,53859418
3022-996,11,53891079,53892061
3023-996,11,53979550,53980496
3024-997,11,54027694,54028576
3025-997,11,54068802,54069128
3026-997,11,54100795,54101372
3027-999,11,54303909,54304468
3028-999,11,54387615,54388544
3029-1000,11,54437986,54438657
3030-1000,11,54522424,54523171
3031-1001,11,54582337,54582622
3032-1002,11,54787032,54787948
3033-1003,11,54860578,54860923
3034-1003,11,54866335,54866984
3035-1003,11,54902772,54903033
3036-1004,11,54955743,54956304
3037-1004,11,55033169,55033507
3038-1005,11,55077992,55078211
3039-1005,11,55097681,55098287
3040-1006,11,55204242,55204518
3041-1006,11,55246700,55246929
3042-1008,11,55460934,55461289
3043-1008,11,55469637,55470162
3044-1009,11,55670135,55670641
3045-1013,11,56203941,56205108
3046-1014,11,56232566,56233007
3047-1015,11,56459321,56459598
3048-1015,11,56489989,56490210
3049-1017,11,56732400,56732743
3050-1018,11,56806555,56807295
3051-1022,11,57345607,57345936
3052-1023,11,57518235,57518873
3053-1024,11,57559258,57559677
3054-1024,11,57559877,57560098
3055-1024,11,57644953,57645735
3056-1025,11,57801485,57802434
3057-1026,11,57827496,57828164
3058-1026,11,57829424,57829675
3059-1026,11,57831407,57831734
3060-1026,11,57836965,57837255
3061-1027,11,58008615,58010092
3062-1028,11,58097728,58098142
3063-1028,11,58103779,58104705
3064-1028,11,58168157,58168612
3065-1028,11,58171829,58172043
3066-1029,11,58239459,58239764
3067-1029,11,58302795,58303044
3068-1029,11,58307031,58307679
3069-1029,11,58322902,58323440
3070-1030,11,58330129,58330888
3071-1031,11,58475074,58475504
3072-1031,11,58521481,58521729
3073-1032,11,58640474,58640762
3074-1032,11,58674441,58674674
3075-1033,11,58847137,58847375
3076-1034,11,58867173,58867417
3077-1034,11,58904039,58904304
3078-1034,11,58938387,58938955
3079-1034,11,58949026,58949335
3080-1034,11,58953894,58955059
3081-1034,11,58961795,58962215
3082-1034,11,58977273,58978696
3083-1035,11,59106300,59106530
3084-1036,11,59134522,59136358
3085-1036,11,59163310,59163770
3086-1036,11,59176424,59177354
3087-1036,11,59191614,59192134
3088-1036,11,59202288,59202800
3089-1036,11,59208189,59208715
3090-1036,11,59227397,59228536
3091-1037,11,59249720,59250030
3092-1037,11,59264061,59264621
3093-1037,11,59288913,59291135
3094-1037,11,59306411,59307671
3095-1038,11,59449714,59450691
3096-1038,11,59472154,59472406
3097-129,11,59506008,59506805
3098-1040,11,59662147,59663016
3099-1041,11,59787190,59787738
3100-1041,11,59809709,59810059
3101-1041,11,59839162,59839858
3102-1041,11,59847975,59848407
3103-1042,11,59948127,59948428
3104-1042,11,59963850,59964242
3105-1042,11,59964486,59965170
3106-1043,11,60046140,60046531
3107-1043,11,60104878,60106468
3108-1043,11,60115124,60115553
3109-1043,11,60139740,60140546
3110-1043,11,60140708,60141037
3111-1044,11,60175701,60177316
3112-1044,11,60210359,60210771
3113-1044,11,60220321,60220640
3114-1044,11,60222754,60222963
3115-1045,11,60352655,60353120
3116-1045,11,60416740,60417985
3117-1046,11,60454468,60454895
3118-1046,11,60476668,60477169
3119-1046,11,60537128,60539182
3120-1047,11,60575380,60575667
3121-1047,11,60579626,60579829
3122-1047,11,60581144,60581424
3123-1047,11,60584860,60585414
3124-1047,11,60683995,60684282
3125-1048,11,60699626,60700071
3126-1048,11,60726841,60727340
3127-1048,11,60728252,60728662
3128-1048,11,60776788,60777767
3129-1048,11,60810977,60811369
3130-1049,11,60878256,60879169
3131-1049,11,60913451,60913949
3132-1049,11,60931508,60932362
3133-1050,11,61022114,61023254
3134-1050,11,61069179,61069425
3135-1051,11,61147233,61147649
3136-1051,11,61174540,61175466
3137-1052,11,61266868,61267493
3138-1053,11,61342437,61342941
3139-1053,11,61377876,61378155
3140-1053,11,61407745,61408727
3141-1053,11,61421569,61421800
3142-1054,11,61493529,61494492
3143-1054,11,61504782,61505327
3144-1054,11,61578944,61579804
3145-1055,11,61683994,61685104
3146-1056,11,61761841,61762135
3147-1056,11,61854074,61855390
3148-1057,11,61929786,61930447
3149-1057,11,61956737,61957371
3150-1058,11,62076923,62077471
3151-1059,11,62248497,62249444
3152-1060,11,62281244,62281934
3153-1061,11,62456785,62458613
3154-1062,11,62538501,62539437
3155-1062,11,62550912,62551819
3156-1062,11,62560520,62561019
3157-1062,11,62602622,62603171
3158-1062,11,62648021,62648943
3159-1063,11,62664811,62665169
3160-1063,11,62731581,62731967
3161-1063,11,62746020,62746254
3162-1063,11,62756846,62757139
3163-1064,11,62789402,62789619
3164-1064,11,62879330,62879688
3165-1066,11,63131384,63131600
3166-1066,11,63132414,63133262
3167-1069,11,63468819,63469089
3168-1070,11,63646923,63647376
3169-1072,11,63889137,63889678
3170-1072,11,63919238,63919458
3171-1072,11,63920509,63922450
3172-1072,11,63923390,63923670
3173-1072,11,63924379,63924667
3174-1072,11,63925176,63925579
3175-1073,11,64079259,64079688
3176-1074,11,64111069,64111279
3177-1076,11,64435072,64436635
3178-1077,11,64520264,64520799
3179-1077,11,64573990,64574221
3180-1079,11,64793284,64793507
3181-1080,11,64978825,64979382
3182-1082,11,65162384,65162983
3183-1082,11,65269835,65270263
3184-1084,11,65457547,65457940
3185-1086,11,65787616,65788397
3186-1087,11,65807146,65807498
3187-1089,11,66168092,66168506
3188-1092,11,66460789,66461132
3189-1092,11,66525225,66526886
3190-1095,11,66953014,66953235
3191-1096,11,67052534,67052950
3192-1096,11,67094542,67094772
3193-1097,11,67130011,67130303
3194-1098,11,67298328,67298643
3195-1099,11,67454957,67455972
3196-1101,11,67695538,67695753
3197-1103,11,67921482,67922542
3198-1103,11,68006915,68007150
3199-1105,11,68212866,68213077
3200-1106,11,68384928,68387294
3201-1106,11,68399534,68400614
3202-1107,11,68432018,68432252
3203-1108,11,68556007,68556275
3204-1109,11,68691299,68692234
3205-1110,11,68852493,68853283
3206-1110,11,68901414,68901898
3207-1111,11,68967717,68968283
3208-1111,11,69008297,69008533
3209-1111,11,69015810,69016105
3210-1111,11,69039956,69040451
3211-1111,11,69045640,69046110
3212-1111,11,69059293,69060850
3213-1111,11,69070706,69071062
3214-1112,11,69088413,69089149
3215-1112,11,69095156,69095360
3216-1112,11,69110910,69111252
3217-1112,11,69117977,69118214
3218-1112,11,69122023,69123102
3219-1112,11,69124081,69124316
3220-1112,11,69134239,69134576
3221-1113,11,69235602,69236622
3222-1113,11,69323596,69324008
3223-1113,11,69326279,69326842
3224-1113,11,69332081,69332319
3225-1114,11,69340313,69341045
3226-1114,11,69346555,69346800
3227-1114,11,69368462,69369308
3228-1114,11,69395199,69396220
3229-1114,11,69399412,69400065
3230-1114,11,69409903,69411877
3231-1114,11,69417984,69418322
3232-1115,11,69546513,69546913
3233-1115,11,69560008,69560394
3234-1115,11,69579019,69579349
3235-1115,11,69581407,69581695
3236-1116,11,69604946,69605847
3237-1116,11,69632775,69633566
3238-1116,11,69655467,69655754
3239-1116,11,69662547,69662797
3240-1116,11,69671234,69672624
3241-1116,11,69681401,69682147
3242-1116,11,69695685,69695995
3243-1117,11,69758113,69759319
3244-1117,11,69765801,69766578
3245-1117,11,69795499,69796039
3246-1117,11,69800877,69801634
3247-1117,11,69802663,69803005
3248-1117,11,69803625,69804428
3249-1117,11,69834023,69834393
3250-1117,11,69837088,69837859
3251-1117,11,69846305,69846671
3252-1118,11,69881010,69881431
3253-1118,11,69901313,69902309
3254-1118,11,69913830,69914564
3255-1118,11,69920525,69921795
3256-1118,11,69935339,69936437
3257-1118,11,69947925,69948236
3258-1118,11,69965385,69966864
3259-1118,11,69980533,69981639
3260-1118,11,69991472,69991848
3261-1119,11,69995572,69997527
3262-1119,11,70000405,70000989
3263-1119,11,70021527,70021792
3264-1119,11,70023908,70024140
3265-1119,11,70026854,70027135
3266-1120,11,70213813,70214761
3267-1120,11,70220439,70220681
3268-1120,11,70226432,70226878
3269-1120,11,70228975,70229457
3270-1120,11,70229717,70229932
3271-1120,11,70230341,70230660
3272-1120,11,70237525,70238413
3273-1120,11,70239632,70239931
3274-1121,11,70255144,70255347
3275-1122,11,70409591,70410278
3276-1122,11,70432434,70432891
3277-1122,11,70451835,70452269
3278-1122,11,70459282,70459490
3279-1122,11,70459543,70459769
3280-1122,11,70465891,70466104
3281-1123,11,70520033,70520530
3282-1123,11,70539987,70540507
3283-1123,11,70562702,70563196
3284-1123,11,70605988,70606197
3285-1123,11,70615352,70615727
3286-1123,11,70646812,70647305
3287-1124,11,70653725,70656236
3288-1124,11,70669158,70669846
3289-1124,11,70687654,70688177
3290-1124,11,70699957,70700890
3291-1124,11,70764079,70764602
3292-1125,11,70844721,70845408
3293-1126,11,70969549,70970149
3294-1126,11,70982639,70983116
3295-1126,11,71003871,71004619
3296-1126,11,71019066,71019976
3297-1126,11,71033181,71033484
3298-1127,11,71044115,71044593
3299-1129,11,71383020,71384855
3300-1132,11,71750622,71751672
3301-1134,11,72042198,72042554
3302-1134,11,72051015,72051352
3303-1135,11,72135300,72136071
3304-1135,11,72206712,72207669
3305-1135,11,72214904,72215645
3306-1136,11,72266199,72267320
3307-1136,11,72314388,72314632
3308-1137,11,72361870,72362178
3309-1137,11,72411131,72411894
3310-1137,11,72441027,72441539
3311-1138,11,72488845,72490209
3312-1138,11,72607025,72608501
3313-1139,11,72689802,72690332
3314-1140,11,72795423,72796848
3315-1141,11,72961075,72961596
3316-1142,11,73018706,73019727
3317-1142,11,73047667,73048396
3318-142,11,73137871,73138390
3319-1143,11,73160238,73160574
3320-1143,11,73176552,73177792
3321-1143,11,73199334,73199761
3322-1144,11,73329494,73329751
3323-1145,11,73469802,73470324
3324-1146,11,73616902,73618175
3325-1150,11,74129999,74130297
3326-1151,11,74225416,74225645
3327-1151,11,74301859,74302508
3328-1151,11,74306542,74307276
3329-1153,11,74522360,74523429
3330-1154,11,74589646,74590417
3331-1154,11,74610776,74611087
3332-1154,11,74619243,74620034
3333-1154,11,74637963,74638687
3334-1154,11,74649241,74650013
3335-1155,11,74723409,74724703
3336-1155,11,74770764,74771134
3337-1155,11,74829899,74832413
3338-1155,11,74837648,74838752
3339-1156,11,74885447,74885927
3340-1156,11,74896412,74898204
3341-1156,11,74925445,74926404
3342-1158,11,75165307,75173855
3343-1158,11,75178612,75178864
3344-1158,11,75193256,75195382
3345-1158,11,75213819,75214066
3346-1159,11,75348086,75348599
3347-1159,11,75359393,75359651
3348-1159,11,75364506,75364951
3349-1160,11,75445298,75445783
3350-1160,11,75454450,75454767
3351-1160,11,75461507,75462316
3352-1160,11,75486650,75487238
3353-1161,11,75510203,75510808
3354-1161,11,75515372,75515591
3355-1161,11,75531101,75532171
3356-1161,11,75587972,75588609
3357-1162,11,75630686,75631233
3358-1162,11,75651485,75652026
3359-1162,11,75655664,75656365
3360-1162,11,75679121,75679708
3361-1162,11,75732637,75733672
3362-1163,11,75794962,75796258
3363-1164,11,75966272,75967244
3364-1164,11,75999940,76000210
3365-1165,11,76027028,76028044
3366-1166,11,76179501,76179921
3367-1166,11,76201857,76202461
3368-1166,11,76217134,76217718
3369-1166,11,76243391,76243955
3370-1167,11,76398442,76399292
3371-1167,11,76407105,76407373
3372-1168,11,76436955,76437213
3373-1168,11,76494482,76495221
3374-1168,11,76508917,76509161
3375-1169,11,76549401,76549957
3376-1169,11,76553393,76553673
3377-1169,11,76554988,76555191
3378-1169,11,76571045,76571566
3379-1169,11,76601278,76601611
3380-1169,11,76622237,76623850
3381-1169,11,76666332,76666609
3382-1169,11,76672704,76673210
3383-1171,11,76846181,76847047
3384-1172,11,76945520,76946099
3385-1172,11,76997416,76997717
3386-1172,11,76998402,76998840
3387-1173,11,77078209,77078687
3388-1174,11,77216004,77216692
3389-1175,11,77348100,77348664
3390-1175,11,77462258,77462973
3391-1176,11,77467158,77467375
3392-1176,11,77467785,77468042
3393-1176,11,77471490,77471906
3394-1176,11,77489223,77490134
3395-1176,11,77491710,77491914
3396-1176,11,77493028,77493993
3397-1176,11,77512827,77515988
3398-1177,11,77607212,77608155
3399-1177,11,77686588,77687833
3400-1178,11,77763052,77763636
3401-1178,11,77766609,77766836
3402-1179,11,77930802,77931638
3403-1179,11,77982422,77984560
3404-1180,11,78032008,78032768
3405-1180,11,78037878,78038225
3406-1180,11,78080086,78080429
3407-1181,11,78164980,78165865
3408-1181,11,78176583,78177296
3409-1181,11,78178213,78179010
3410-1181,11,78183303,78183539
3411-1181,11,78188606,78189478
3412-1181,11,78245497,78246299
3413-1182,11,78261417,78262363
3414-1182,11,78301498,78301859
3415-1182,11,78328302,78328825
3416-1182,11,78343381,78343848
3417-1183,11,78397416,78397652
3418-1183,11,78465658,78466108
3419-1183,11,78487826,78488120
3420-1183,11,78490642,78491181
3421-1183,11,78497021,78497463
3422-147,11,78511866,78512482
3423-1184,11,78536006,78536748
3424-1184,11,78550432,78551076
3425-1185,11,78697066,78697572
3426-1185,11,78751365,78751795
3427-1186,11,78826446,78826855
3428-1187,11,78924996,78925388
3429-1188,11,79044836,79045184
3430-1188,11,79145639,79146666
3431-1189,11,79236474,79236981
3432-1189,11,79254019,79254912
3433-1190,11,79339192,79340229
3434-1192,11,79590882,79591553
3435-1192,11,79660415,79661069
3436-1193,11,79704083,79704724
3437-1193,11,79710878,79712224
3438-1193,11,79732308,79732509
3439-1193,11,79791350,79791778
3440-1195,11,79962139,79962682
3441-1195,11,79974224,79974486
3442-1195,11,79992475,79993854
3443-1195,11,80080498,80081053
3444-1196,11,80089321,80089678
3445-1196,11,80154031,80154685
3446-1196,11,80208934,80209554
3447-1197,11,80300699,80301762
3448-1198,11,80377784,80378102
3449-1198,11,80383121,80383356
3450-1198,11,80428468,80429282
3451-1198,11,80476520,80478056
3452-1201,11,80779562,80780232
3453-1201,11,80810173,80810620
3454-1204,11,81151715,81153722
3455-1206,11,81430876,81431152
3456-1207,11,81546674,81546903
3457-1210,11,81968539,81968876
3458-1213,11,82334028,82334345
3459-1213,11,82337010,82337224
3460-1213,11,82337891,82338319
3461-1213,11,82387062,82389805
3462-1213,11,82434243,82435083
3463-1216,11,82763856,82764791
3464-1216,11,82781015,82781677
3465-1217,11,82870804,82871362
3466-1217,11,82890524,82890733
3467-1217,11,82907939,82908509
3468-1217,11,82930138,82933384
3469-1220,11,83298725,83299157
3470-1220,11,83302595,83303278
3471-1221,11,83409394,83410102
3472-1221,11,83418494,83418898
3473-1221,11,83440109,83440750
3474-1221,11,83442694,83442918
3475-1221,11,83444820,83445050
3476-1221,11,83462693,83463141
3477-1221,11,83472621,83473763
3478-1223,11,83753679,83754018
3479-1224,11,83851151,83851457
3480-1224,11,83852036,83852340
3481-1224,11,83853230,83853459
3482-1225,11,83941927,83942374
3483-1225,11,83964325,83964792
3484-1226,11,84068107,84068552
3485-1226,11,84129281,84129832
3486-1227,11,84179323,84180418
3487-1229,11,84513298,84513787
3488-1229,11,84520172,84520513
3489-1229,11,84522678,84522898
3490-1229,11,84524913,84525813
3491-1229,11,84525952,84526193
3492-1230,11,84642361,84642927
3493-1232,11,84818709,84819636
3494-1232,11,84828697,84829305
3495-1232,11,84869568,84870994
3496-1232,11,84879780,84880511
3497-1232,11,84916161,84916363
3498-1233,11,84957719,84958248
3499-1234,11,85139455,85140483
3500-1235,11,85234511,85235274
3501-1235,11,85291333,85291547
3502-1235,11,85310616,85310817
3503-1235,11,85311035,85312038
3504-1236,11,85352647,85353248
3505-1239,11,85829287,85829622
3506-1239,11,85830077,85830443
3507-1239,11,85832089,85833596
3508-1239,11,85836894,85837410
3509-1239,11,85837772,85838448
3510-1239,11,85840628,85841085
3511-1239,11,85841844,85842181
3512-1239,11,85844092,85844605
3513-1240,11,85886267,85886603
3514-1240,11,85890029,85890257
3515-1242,11,86177558,86178279
3516-1242,11,86200936,86201792
3517-1243,11,86257125,86257397
3518-1243,11,86257542,86257773
3519-1243,11,86357279,86358424
3520-1244,11,86484203,86485180
3521-1245,11,86544200,86544986
3522-1246,11,86683637,86684148
3523-1246,11,86757414,86758221
3524-1247,11,86807302,86807795
3525-1247,11,86815234,86815753
3526-1247,11,86846746,86846975
3527-1247,11,86882909,86883463
3528-1247,11,86886899,86887179
3529-1247,11,86888494,86888697
3530-1248,11,86993023,86993951
3531-1249,11,87073962,87074244
3532-1249,11,87086373,87086794
3533-1249,11,87108724,87108930
3534-1249,11,87109443,87109935
3535-1249,11,87126795,87127706
3536-1251,11,87358131,87359274
3537-1251,11,87404207,87405095
3538-1252,11,87442786,87443354
3539-1252,11,87448176,87448744
3540-1252,11,87461893,87462403
3541-1252,11,87470939,87471485
3542-1253,11,87578373,87578695
3543-1253,11,87591597,87592378
3544-1253,11,87595487,87595850
3545-1253,11,87616902,87617970
3546-1253,11,87639236,87639459
3547-1254,11,87736695,87737907
3548-1254,11,87764081,87764839
3549-1254,11,87817142,87817416
3550-1255,11,87853132,87853340
3551-1255,11,87871383,87871613
3552-1256,11,87986772,87987674
3553-1256,11,88047189,88048653
3554-1256,11,88067845,88069300
3555-1257,11,88099079,88099957
3556-1257,11,88103187,88103422
3557-1257,11,88169646,88170072
3558-1257,11,88193457,88193898
3559-1257,11,88204160,88204603
3560-1258,11,88294375,88294588
3561-1261,11,88717840,88719127
3562-1262,11,88863935,88864835
3563-1263,11,88895862,88896416
3564-1263,11,88916720,88917164
3565-1263,11,88955227,88955513
3566-1263,11,88973826,88974336
3567-1264,11,88999234,89000002
3568-1264,11,89060000,89060939
3569-1266,11,89298363,89298738
3570-1266,11,89299253,89299531
3571-1266,11,89301374,89303055
3572-1268,11,89554177,89554482
3573-1270,11,89910111,89910520
3574-1271,11,90002757,90003019
3575-1273,11,90249224,90249822
3576-1274,11,90311104,90311333
3577-1274,11,90389629,90389855
3578-1274,11,90390735,90391186
3579-1274,11,90417919,90418286
3580-1276,11,90637769,90638673
3581-1276,11,90687348,90687819
3582-1278,11,90902823,90903052
3583-1279,11,90965937,90966166
3584-1279,11,91020618,91020928
3585-1284,11,91643247,91643760
3586-1287,11,92100193,92100422
3587-1291,11,92594756,92595061
3588-1291,11,92595172,92595477
3589-1292,11,92694341,92694875
3590-1295,11,93098299,93100196
3591-1300,11,93738131,93738343
3592-1300,11,93800959,93801209
3593-1301,11,93884846,93886590
3594-1301,11,93955400,93956062
3595-1302,11,93995757,93996727
3596-1303,11,94148914,94149388
3597-1303,11,94210243,94212093
3598-1304,11,94321399,94322144
3599-1304,11,94327939,94328652
3600-1305,11,94473317,94474632
3601-1305,11,94485985,94486306
3602-1305,11,94491101,94491484
3603-1305,11,94499808,94500041
3604-1306,11,94521255,94521557
3605-1306,11,94548858,94549288
3606-1306,11,94601622,94602003
3607-1306,11,94629603,94630167
3608-1307,11,94653727,94654003
3609-1307,11,94676970,94677581
3610-1309,11,94979093,94979302
3611-1309,11,94990898,94992990
3612-1309,11,95009681,95010566
3613-1309,11,95019904,95020272
3614-1310,11,95041096,95041507
3615-1310,11,95076076,95077153
3616-1310,11,95118223,95118488
3617-1310,11,95120006,95121863
3618-1310,11,95143061,95143388
3619-1310,11,95145051,95146306
3620-1311,11,95202090,95202479
3621-1311,11,95223393,95223687
3622-1311,11,95258592,95259657
3623-1312,11,95309551,95310258
3624-1312,11,95336959,95337612
3625-1312,11,95384422,95385054
3626-1312,11,95413810,95414141
3627-1313,11,95513408,95514993
3628-1314,11,95577976,95578405
3629-1314,11,95585240,95585487
3630-1314,11,95586294,95586774
3631-1314,11,95587514,95587880
3632-1314,11,95645547,95645803
3633-1315,11,95712598,95713525
3634-1315,11,95796604,95796890
3635-1316,11,95823997,95824710
3636-1316,11,95830487,95831358
3637-1316,11,95858763,95859843
3638-1316,11,95914481,95915069
3639-1317,11,95991314,95991594
3640-1317,11,96004570,96007818
3641-1317,11,96034863,96035086
3642-1317,11,96064603,96065527
3643-1318,11,96075794,96076044
3644-1318,11,96124323,96124578
3645-1318,11,96175527,96175728
3646-1318,11,96203263,96203720
3647-1319,11,96251535,96252033
3648-1319,11,96269588,96269814
3649-1319,11,96271055,96272795
3650-1319,11,96282928,96283401
3651-1319,11,96283989,96284651
3652-1319,11,96286677,96287449
3653-1319,11,96289384,96289609
3654-1319,11,96299099,96299616
3655-1319,11,96303201,96304121
3656-1319,11,96304905,96305224
3657-1319,11,96314539,96314989
3658-1319,11,96318807,96319262
3659-1319,11,96320042,96320393
3660-1319,11,96332715,96333268
3661-1320,11,96340802,96341102
3662-1320,11,96341937,96342320
3663-1320,11,96344089,96344429
3664-1320,11,96345564,96346273
3665-1320,11,96352944,96353489
3666-1320,11,96365874,96366265
3667-1320,11,96366801,96367021
3668-1320,11,96464500,96464725
3669-1323,11,96777424,96777830
3670-1323,11,96789045,96789802
3671-1323,11,96829375,96830471
3672-1323,11,96849740,96850425
3673-165,11,96861685,96862289
3674-1324,11,96916116,96916803
3675-1324,11,96943705,96943914
3676-1324,11,96977227,96977733
3677-1325,11,96997301,96997682
3678-1325,11,97018645,97019200
3679-1325,11,97021450,97022581
3680-1325,11,97041351,97041751
3681-1325,11,97114566,97115439
3682-1326,11,97138644,97139319
3683-1326,11,97150448,97151802
3684-1326,11,97187128,97188654
3685-1327,11,97279782,97280862
3686-1327,11,97315596,97315893
3687-1327,11,97338899,97339134
3688-1327,11,97362007,97363418
3689-1328,11,97404249,97404751
3690-1328,11,97415371,97416107
3691-1328,11,97440045,97440716
3692-1328,11,97463387,97463606
3693-1328,11,97500137,97500979
3694-1329,11,97531828,97532060
3695-1329,11,97534456,97535279
3696-1329,11,97536298,97537398
3697-1329,11,97546385,97547238
3698-1329,11,97551754,97551983
3699-1329,11,97574685,97575455
3700-1329,11,97628255,97629965
3701-1330,11,97660038,97660553
3702-1330,11,97663090,97664058
3703-1330,11,97685701,97686005
3704-1330,11,97698897,97700716
3705-1330,11,97702442,97702671
3706-1330,11,97744163,97745386
3707-1331,11,97781776,97782601
3708-1331,11,97799345,97800431
3709-1331,11,97883595,97884422
3710-1332,11,97986198,97986573
3711-1332,11,98021944,98022805
3712-1332,11,98026476,98027413
3713-1333,11,98052232,98053422
3714-1333,11,98067404,98067752
3715-1333,11,98149083,98150647
3716-1334,11,98192824,98193404
3717-1334,11,98202611,98203726
3718-1334,11,98294557,98294981
3719-1335,11,98314046,98314251
3720-1335,11,98327044,98329020
3721-1335,11,98329544,98329756
3722-1335,11,98334399,98334742
3723-1335,11,98338527,98339086
3724-1335,11,98348383,98349199
3725-1335,11,98358248,98358736
3726-1335,11,98381372,98381626
3727-1335,11,98384216,98384438
3728-1335,11,98386680,98386882
3729-1335,11,98400166,98400505
3730-1335,11,98412307,98413135
3731-1336,11,98438655,98439061
3732-1336,11,98457502,98458295
3733-1336,11,98545679,98546118
3734-1336,11,98550936,98551392
3735-1337,11,98587032,98587434
3736-1337,11,98614397,98614626
3737-1337,11,98682576,98682998
3738-1338,11,98741565,98742372
3739-1338,11,98768144,98768493
3740-1338,11,98773805,98774126
3741-1338,11,98794754,98796475
3742-1338,11,98809562,98810137
3743-1339,11,98836670,98837394
3744-1339,11,98863359,98864070
3745-1339,11,98907613,98908088
3746-1339,11,98936171,98936439
3747-1339,11,98937354,98938138
3748-1340,11,98959604,98961001
3749-1340,11,98982168,98983029
3750-1340,11,99023929,99024182
3751-1340,11,99041011,99041815
3752-1341,11,99192577,99192826
3753-1342,11,99230172,99231095
3754-1343,11,99385952,99386327
3755-1345,11,99715715,99716112
3756-1346,11,99825155,99826534
3757-1347,11,99932028,99932303
3758-1347,11,99932545,99932746
3759-1349,11,100145310,100145807
3760-1349,11,100265543,100265746
3761-1350,11,100319667,100320531
3762-1350,11,100355313,100356174
3763-1350,11,100356431,100356663
3764-1350,11,100397194,100397946
3765-1351,11,100414049,100414856
